playerID,WinPercent,H_Batting,HR_Batting,RBI_Batting,R_Batting,Doubles_Batting,Triples_Batting,BB_Batting,AB_Batting,PO_Fielding,A_Fielding,E_Fielding,DP_Fielding,SB_Fielding,CS_Fielding,ERA_Pitching,H_Pitching,SV_Pitching,BAOpp_Pitching,H_Battingp,HR_Battingp,RBI_Battingp,R_Battingp,Doubles_Battingp,Triples_Battingp,BB_Battingp,AB_Battingp,PO_Fieldingp,A_Fieldingp,E_Fieldingp,DP_Fieldingp,SB_Fieldingp,CS_Fieldingp,ERA_Pitchingp,H_Pitchingp,SV_Pitchingp,BAOpp_Pitchingp,GP_AllStar,careerAwards,WSWins,class
smith01,0.5524,1,0,0,1,0,0,0,5,1,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,12,0,0,0,0,0,0
smithed01,0.3673,18,0,6,10,1,2,5,98,25,35,13,5,0,0,25.64,96,0,0,0,0,0,0,0,0,0,0,25,35,13,5,0,0,25.64,96,0,0,0,0,0,0
smithel01,0.5354,1456,37,665,913,197,136,639,4693,2233,315,238,37,0,0,40.41,1167,0,0,0,0,0,0,0,0,0,0,2233,315,238,37,0,0,40.41,1167,0,0,0,0,0,0
smithre01,0.4689,1,0,0,1,0,0,0,8,1,2,1,0,0,0,11,23,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,11,23,0,0,0,0,0,0
sommean01,0.5344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1,0,0,0,0,0,0
sowdebi01,0.4472,44,0,15,23,3,0,9,237,48,108,14,1,0,0,18.98,542,3,0,0,0,0,0,0,0,0,0,48,108,14,1,0,0,18.98,542,3,0,0,0,0,0
sowdejo01,0.4253,44,1,26,25,6,0,14,221,15,103,16,1,0,0,29.64,573,1,0,0,0,0,0,0,0,0,0,15,103,16,1,0,0,29.64,573,1,0,0,0,0,0
staffjo01,0.5703,0,0,0,0,0,0,0,4,0,1,2,0,0,0,14.14,12,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,14.14,12,0,0,0,0,0,0
stemmbi01,0.4419,60,1,32,32,5,4,16,212,13,86,23,1,0,0,17.22,482,1,0,0,0,0,0,0,0,0,0,13,86,23,1,0,0,17.22,482,1,0,0,0,0,0
sudhowi01,0.3947,149,1,57,77,16,9,59,836,131,784,65,23,0,0,47.14,2173,3,0,0,0,0,0,0,0,0,0,131,784,65,23,0,0,47.14,2173,3,0,0,0,0,0
sulliji01,0.5966,41,1,20,26,6,0,9,213,16,99,17,4,0,0,109.71,621,3,0,0,0,0,0,0,0,0,0,16,99,17,4,0,0,109.71,621,3,0,0,0,0,0
swarted01,0.4657,863,14,229,608,120,63,325,2880,1932,172,257,65,0,0,14.57,8,0,0,0,0,0,0,0,0,0,0,1932,172,257,65,0,0,14.57,8,0,0,0,0,0,0
taylodu01,0.5513,93,0,41,51,6,4,41,645,95,510,35,15,0,0,25.69,1877,3,0,0,0,0,0,0,0,0,0,95,510,35,15,0,0,25.69,1877,3,0,0,0,1,0
tayloja02,0.5180,236,2,88,110,42,13,66,1063,162,767,49,26,0,0,28.54,2504,5,0,0,0,0,0,0,0,0,0,162,767,49,26,0,0,28.54,2504,5,0,0,0,1,0
toolest01,0.4092,60,1,31,34,15,2,5,228,64,91,22,5,0,0,19.45,457,0,0,0,0,0,0,0,0,0,0,64,91,22,5,0,0,19.45,457,0,0,0,0,0,0
whitedo01,0.5305,278,2,75,147,22,13,147,1283,351,979,61,25,0,0,31.82,2738,5,0.8,0,0,0,0,0,0,1,3,351,979,61,25,0,0,31.82,2738,5,0.8,0,0,1,0
